0.744,0.01176,0.00658,,
0.745,0.00814,0.00665,,
0.746,0.00428,0.00672,,
0.747,6.57E-04,0.00678,,
0.748,-0.0023,0.0068,,
0.749,-0.00423,0.00676,,
0.75,-0.00486,0.00665,,
0.751,-0.00402,0.00648,,
0.752,-0.0017,0.00623,,
0.753,0.00198,0.00591,,
0.754,0.00675,0.00553,,
0.755,0.01225,0.00512,,
0.756,0.01808,0.00469,,
0.757,0.02381,0.00427,,
0.758,0.02898,0.00386,,
0.759,0.03315,0.0035,,
0.76,0.03595,0.00319,,
0.761,0.03718,0.00296,,
0.762,0.03672,0.0028,,
0.763,0.03457,0.00271,,
0.764,0.0308,0.00268,,
0.765,0.0257,0.00271,,
0.766,0.01961,0.00277,,
0.767,0.01291,0.00285,,
0.768,0.00602,0.00292,,
0.769,-6.58E-04,0.00296,,
0.77,-0.00671,0.00295,,
0.771,-0.01181,0.00286,,
0.772,-0.01575,0.00269,,
0.773,-0.01841,0.00243,,
0.774,-0.01978,0.00208,,
0.775,-0.01993,0.00165,,
0.776,-0.01907,0.00115,,
0.777,-0.01747,6.25E-04,,
0.778,-0.01543,8.95E-05,,
0.779,-0.01327,-4.18E-04,,
0.78,-0.01132,-8.58E-04,,
0.781,-0.00989,-0.0012,,
0.782,-0.0092,-0.00142,,
0.783,-0.00938,-0.0015,,
0.784,-0.01046,-0.00143,,
0.785,-0.01237,-0.00121,,
0.786,-0.01501,-8.68E-04,,
0.787,-0.01817,-4.29E-04,,
0.788,-0.02158,6.74E-05,,
0.789,-0.02491,5.84E-04,,
0.79,-0.0278,0.00107,,
0.791,-0.02998,0.00147,,
0.792,-0.03123,0.00176,,
0.793,-0.03135,0.00191,,
0.794,-0.03022,0.00192,,
0.795,-0.02781,0.00177,,
0.796,-0.02422,0.00151,,
0.797,-0.0196,0.00116,,
0.798,-0.01421,7.73E-04,,
0.799,-0.00836,4.08E-04,,
0.8,-0.0024,1.24E-04,,
0.801,0.00333,-2.37E-05,,
0.802,0.0085,9.97E-06,,
0.803,0.01279,2.56E-04,,
0.804,0.01593,7.26E-04,,
